acme_code;background_education;department_and_role;level_code;level_name;recruitment_code;recruitment_source_name;reason_dimissal_code;reason_dimissal_name
1568;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1569;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1570;8|Graduate school;11|Communication & Marketing|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1571;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1572;8|Graduate school;5| Presidency|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1573;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1574;8|Graduate school;11|Communication & Marketing|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1575;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1576;8|Graduate school;10|Operations|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1577;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1578;8|Graduate school;11|Communication & Marketing|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1579;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1580;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1581;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1582;7|Undergraduate degree;13|Audit|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1583;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1584;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1585;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1586;7|Undergraduate degree;5| Presidency|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1587;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1588;7|Undergraduate degree;6|Administration|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1589;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1590;8|Graduate school;10|Operations|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1591;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1592;8|Graduate school;5| Presidency|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1593;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1594;7|Undergraduate degree;5| Presidency|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1595;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1596;7|Undergraduate degree;9| Commercial|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1597;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1598;8|Graduate school;7|Finance|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1599;7|Undergraduate degree;8|Human Resource|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1600;7|Undergraduate degree;6|Administration|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1601;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1602;8|Graduate school;12|Controlling|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1603;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1604;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1605;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1606;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1607;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1608;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1609;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1610;7|Undergraduate degree;5| Presidency|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1611;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1612;8|Graduate school;7|Finance|11|Analyst;5;Junior;13;Google;#N/A;#N/A
1613;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1614;8|Graduate school;7|Finance|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1615;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1616;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1617;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1618;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1619;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1620;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1621;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1622;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;7;Senior;15;Website;#N/A;#N/A
1623;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1624;8|Graduate school;10|Operations|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1625;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1626;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1627;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1628;8|Graduate school;9| Commercial|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1629;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1630;8|Graduate school;10|Operations|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1631;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1632;7|Undergraduate degree;12|Controlling|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1633;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1634;8|Graduate school;13|Audit|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1635;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1636;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1637;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1638;7|Undergraduate degree;10|Operations|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1639;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1640;7|Undergraduate degree;13|Audit|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1641;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1642;8|Graduate school;9| Commercial|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1643;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1644;7|Undergraduate degree;6|Administration|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1645;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1646;8|Graduate school;12|Controlling|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1647;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1648;8|Graduate school;5| Presidency|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1649;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1650;8|Graduate school;13|Audit|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1651;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1652;7|Undergraduate degree;10|Operations|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1653;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1654;8|Graduate school;5| Presidency|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1655;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1656;8|Graduate school;10|Operations|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1657;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1658;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1659;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1660;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1661;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1662;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1663;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1664;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;9;Empregos Online;8;Attendance
1665;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1666;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1667;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1668;8|Graduate school;11|Communication & Marketing|11|Analyst;6;Pleno;10;Jobs in Lisbon;#N/A;#N/A
1669;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1670;7|Undergraduate degree;13|Audit|11|Analyst;5;Junior;5;Indeed;#N/A;#N/A
1671;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1672;8|Graduate school;13|Audit|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1673;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1674;8|Graduate school;12|Controlling|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1675;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1676;7|Undergraduate degree;12|Controlling|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1677;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1678;8|Graduate school;13|Audit|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1679;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1680;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1681;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1682;7|Undergraduate degree;5| Presidency|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1683;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1684;8|Graduate school;11|Communication & Marketing|11|Analyst;7;Senior;5;Indeed;#N/A;#N/A
1685;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1686;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1687;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1688;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1689;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1690;8|Graduate school;6|Administration|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1691;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1692;8|Graduate school;12|Controlling|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1693;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1694;7|Undergraduate degree;6|Administration|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1695;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1696;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1697;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1698;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1699;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1700;8|Graduate school;7|Finance|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1701;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1702;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1703;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1704;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1705;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1706;8|Graduate school;5| Presidency|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1707;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1708;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1709;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1710;8|Graduate school;7|Finance|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1711;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1712;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1713;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1714;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1715;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1716;7|Undergraduate degree;13|Audit|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1717;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1718;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1719;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1720;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1721;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;15;Website;#N/A;#N/A
1722;8|Graduate school;7|Finance|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1723;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1724;8|Graduate school;10|Operations|11|Analyst;7;Senior;6;Learn4Good;#N/A;#N/A
1725;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1726;7|Undergraduate degree;5| Presidency|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1727;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1728;7|Undergraduate degree;8|Human Resource|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1729;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1730;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1731;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1732;7|Undergraduate degree;7|Finance|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1733;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1734;7|Undergraduate degree;10|Operations|11|Analyst;5;Junior;8;Net Empregos;#N/A;#N/A
1735;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;15;Website;#N/A;#N/A
1736;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1737;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1738;7|Undergraduate degree;13|Audit|11|Analyst;7;Senior;14;LinkedIn;#N/A;#N/A
1739;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1740;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1741;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1742;8|Graduate school;10|Operations|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1743;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1744;8|Graduate school;11|Communication & Marketing|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1745;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1746;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1747;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1748;8|Graduate school;5| Presidency|11|Analyst;6;Pleno;6;Learn4Good;#N/A;#N/A
1749;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1750;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;7;SAPO Emprego;#N/A;#N/A
1751;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1752;7|Undergraduate degree;6|Administration|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1753;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1754;8|Graduate school;13|Audit|11|Analyst;6;Pleno;15;Website;#N/A;#N/A
1755;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1756;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1757;7|Undergraduate degree;5| Presidency|9|Intern;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1758;8|Graduate school;12|Controlling|11|Analyst;6;Pleno;5;Indeed;#N/A;#N/A
1759;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;14;LinkedIn;#N/A;#N/A
1760;7|Undergraduate degree;9| Commercial|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1761;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1762;8|Graduate school;13|Audit|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1763;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1764;8|Graduate school;12|Controlling|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1765;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1766;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;12; recommendation of employee;#N/A;#N/A
1767;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1768;7|Undergraduate degree;9| Commercial|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1769;7|Undergraduate degree;10|Operations|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1770;7|Undergraduate degree;12|Controlling|11|Analyst;6;Pleno;8;Net Empregos;#N/A;#N/A
1771;7|Undergraduate degree;5| Presidency|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1772;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1773;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;6;Learn4Good;#N/A;#N/A
1774;7|Undergraduate degree;7|Finance|11|Analyst;7;Senior;11;Next Station;#N/A;#N/A
1775;7|Undergraduate degree;12|Controlling|9|Intern;#N/A;#N/A;14;LinkedIn;9;performance
1776;8|Graduate school;8|Human Resource|11|Analyst;5;Junior;10;Jobs in Lisbon;#N/A;#N/A
1777;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1778;8|Graduate school;9| Commercial|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1779;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1780;8|Graduate school;9| Commercial|11|Analyst;5;Junior;14;LinkedIn;#N/A;#N/A
1781;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;5;Indeed;#N/A;#N/A
1782;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1783;7|Undergraduate degree;6|Administration|9|Intern;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1784;8|Graduate school;11|Communication & Marketing|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1785;7|Undergraduate degree;7|Finance|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1786;8|Graduate school;5| Presidency|11|Analyst;7;Senior;8;Net Empregos;#N/A;#N/A
1787;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1788;7|Undergraduate degree;6|Administration|11|Analyst;7;Senior;13;Google;#N/A;#N/A
1789;7|Undergraduate degree;9| Commercial|10|Trainee;#N/A;#N/A;12; recommendation of employee;#N/A;#N/A
1790;7|Undergraduate degree;5| Presidency|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1791;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;11;Next Station;#N/A;#N/A
1792;7|Undergraduate degree;13|Audit|11|Analyst;6;Pleno;12; recommendation of employee;#N/A;#N/A
1793;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1794;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;7;Senior;9;Empregos Online;#N/A;#N/A
1795;7|Undergraduate degree;10|Operations|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1796;8|Graduate school;13|Audit|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1797;7|Undergraduate degree;9| Commercial|9|Intern;#N/A;#N/A;5;Indeed;#N/A;#N/A
1798;8|Graduate school;9| Commercial|11|Analyst;5;Junior;15;Website;#N/A;#N/A
1799;7|Undergraduate degree;12|Controlling|10|Trainee;#N/A;#N/A;11;Next Station;#N/A;#N/A
1800;8|Graduate school;10|Operations|11|Analyst;7;Senior;7;SAPO Emprego;#N/A;#N/A
1801;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1802;7|Undergraduate degree;5| Presidency|11|Analyst;5;Junior;6;Learn4Good;#N/A;#N/A
1803;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1804;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;11;Next Station;#N/A;#N/A
1805;7|Undergraduate degree;11|Communication & Marketing|9|Intern;#N/A;#N/A;8;Net Empregos;#N/A;#N/A
1806;7|Undergraduate degree;8|Human Resource|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1807;7|Undergraduate degree;13|Audit|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1808;7|Undergraduate degree;11|Communication & Marketing|11|Analyst;5;Junior;7;SAPO Emprego;#N/A;#N/A
1809;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1810;8|Graduate school;7|Finance|11|Analyst;7;Senior;10;Jobs in Lisbon;#N/A;#N/A
1811;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;13;Google;#N/A;#N/A
1812;8|Graduate school;6|Administration|11|Analyst;6;Pleno;11;Next Station;#N/A;#N/A
1813;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;7;SAPO Emprego;#N/A;#N/A
1814;7|Undergraduate degree;10|Operations|11|Analyst;6;Pleno;13;Google;#N/A;#N/A
1815;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1816;7|Undergraduate degree;5| Presidency|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1817;7|Undergraduate degree;13|Audit|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1818;7|Undergraduate degree;8|Human Resource|11|Analyst;6;Pleno;9;Empregos Online;#N/A;#N/A
1819;7|Undergraduate degree;6|Administration|10|Trainee;#N/A;#N/A;13;Google;#N/A;#N/A
1820;8|Graduate school;6|Administration|11|Analyst;5;Junior;9;Empregos Online;#N/A;#N/A
1821;7|Undergraduate degree;8|Human Resource|9|Intern;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
1822;7|Undergraduate degree;7|Finance|11|Analyst;6;Pleno;14;LinkedIn;#N/A;#N/A
1823;7|Undergraduate degree;7|Finance|9|Intern;#N/A;#N/A;10;Jobs in Lisbon;#N/A;#N/A
1824;7|Undergraduate degree;12|Controlling|11|Analyst;7;Senior;12; recommendation of employee;#N/A;#N/A
1825;7|Undergraduate degree;11|Communication & Marketing|10|Trainee;#N/A;#N/A;9;Empregos Online;#N/A;#N/A
